,,"Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)"
"Peru","2001","4299 [3919-4678]","3090 [2817-3362]","1209 [1102-1316]","16.0 [14.6-17.5]","23.1 [21.1-25.2]","9.0 [8.2-9.8]"
"Peru","2000","4178 [3797-4559]","3011 [2737-3286]","1167 [1060-1273]","15.8 [14.3-17.2]","22.8 [20.7-24.9]","8.8 [8.0-9.6]"
"Philippines","2019","13017 [9262-16940]","10285 [7227-13389]","2732 [2035-3551]","12.0 [8.6-15.7]","18.9 [13.3-24.6]","5.1 [3.8-6.6]"
"Philippines","2018","12689 [9149-16266]","10022 [7137-12833]","2667 [2012-3433]","11.9 [8.6-15.3]","18.7 [13.3-23.9]","5.0 [3.8-6.5]"
"Philippines","2017","12366 [9046-15846]","9761 [7040-12502]","2605 [2006-3344]","11.8 [8.6-15.1]","18.5 [13.3-23.6]","5.0 [3.8-6.4]"
"Philippines","2016","12690 [9546-15723]","10003 [7437-12402]","2687 [2109-3320]","12.2 [9.2-15.2]","19.2 [14.3-23.8]","5.2 [4.1-6.4]"
"Philippines","2015","12720 [9665-15203]","10016 [7462-11958]","2704 [2203-3245]","12.5 [9.5-14.9]","19.5 [14.5-23.3]","5.3 [4.3-6.4]"
"Philippines","2014","10972 [8438-12945]","8682 [6502-10250]","2290 [1936-2695]","10.9 [8.4-12.9]","17.2 [12.8-20.3]","4.6 [3.9-5.4]"
"Philippines","2013","10513 [8231-12282]","8350 [6364-9789]","2163 [1867-2492]","10.6 [8.3-12.4]","16.8 [12.8-19.6]","4.4 [3.8-5.1]"
"Philippines","2012","10509 [8249-12180]","8327 [6351-9683]","2182 [1897-2498]","10.8 [8.5-12.5]","17.0 [13.0-19.8]","4.5 [3.9-5.2]"
"Philippines","2011","10002 [7848-11682]","8013 [6117-9400]","1989 [1731-2281]","10.5 [8.2-12.2]","16.6 [12.7-19.5]","4.2 [3.7-4.8]"
"Philippines","2010","10796 [8631-12600]","8494 [6631-9957]","2302 [2000-2643]","11.5 [9.2-13.4]","17.9 [14.0-21.0]","4.9 [4.3-5.7]"
"Philippines","2009","9765 [7796-11357]","7588 [5891-8861]","2177 [1905-2496]","10.6 [8.4-12.3]","16.3 [12.6-19.0]","4.8 [4.2-5.4]"
"Philippines","2008","9130 [7338-10606]","7064 [5538-8244]","2066 [1800-2362]","10.0 [8.1-11.7]","15.4 [12.1-18.0]","4.6 [4.0-5.2]"
"Philippines","2007","9462 [7655-11131]","7229 [5709-8568]","2233 [1946-2563]","10.6 [8.6-12.5]","16.1 [12.7-19.0]","5.0 [4.4-5.8]"
"Philippines","2006","8636 [7052-10139]","6704 [5365-7916]","1932 [1687-2222]","9.8 [8.0-11.5]","15.2 [12.1-17.9]","4.4 [3.9-5.1]"
"Philippines","2005","8755 [7167-10359]","6658 [5333-7961]","2097 [1834-2398]","10.1 [8.3-12.0]","15.3 [12.3-18.3]","4.9 [4.3-5.6]"
"Philippines","2004","8567 [7011-10145]","6457 [5204-7719]","2110 [1807-2426]","10.1 [8.3-12.0]","15.2 [12.2-18.1]","5.0 [4.3-5.8]"
"Philippines","2003","8429 [6908-10013]","6225 [4994-7490]","2204 [1914-2523]","10.1 [8.3-12.1]","14.9 [12.0-17.9]","5.3 [4.6-6.1]"
"Philippines","2002","8269 [6782-9742]","6003 [4819-7163]","2266 [1964-2579]","10.2 [8.3-12.0]","14.7 [11.8-17.5]","5.6 [4.9-6.4]"
"Philippines","2001","7724 [6444-9088]","5584 [4572-6646]","2140 [1872-2442]","9.7 [8.1-11.4]","13.9 [11.4-16.6]","5.4 [4.7-6.2]"
"Philippines","2000","7679 [6373-9090]","5508 [4481-6611]","2171 [1892-2479]","9.8 [8.2-11.7]","14.0 [11.4-16.8]","5.6 [4.9-6.4]"
"Poland","2019","3555 [2781-4534]","2684 [2120-3363]","870 [661-1171]","9.4 [7.3-12.0]","14.6 [11.5-18.3]","4.5 [3.4-6.0]"
"Poland","2018","3497 [2810-4306]","2648 [2145-3192]","848 [665-1114]","9.2 [7.4-11.4]","14.4 [11.7-17.4]","4.3 [3.4-5.7]"
"Poland","2017","3460 [2976-4001]","2611 [2262-3001]","848 [714-1000]","9.1 [7.8-10.5]","14.2 [12.3-16.3]","4.3 [3.7-5.1]"
"Poland","2016","3698 [3431-3986]","2829 [2644-3029]","869 [787-957]","9.7 [9.0-10.5]","15.4 [14.4-16.4]","4.4 [4.0-4.9]"
"Poland","2015","3551 [3313-3799]","2744 [2580-2918]","807 [733-881]","9.3 [8.7-10.0]","14.9 [14.0-15.8]","4.1 [3.7-4.5]"
"Poland","2014","3947 [3691-4215]","3033 [2857-3224]","914 [834-991]","10.4 [9.7-11.1]","16.4 [15.5-17.5]","4.7 [4.2-5.0]"
"Poland","2013","4107 [3860-4353]","3185 [3015-3357]","922 [845-996]","10.8 [10.1-11.4]","17.2 [16.3-18.2]","4.7 [4.3-5.1]"
"Poland","2012","4236 [3989-4479]","3259 [3090-3429]","977 [899-1050]","11.1 [10.4-11.7]","17.6 [16.7-18.5]","5.0 [4.6-5.3]"
"Poland","2011","4915 [4640-5189]","3848 [3656-4043]","1067 [984-1146]","12.8 [12.1-13.6]","20.8 [19.7-21.8]","5.4 [5.0-5.8]"
"Poland","2010","4594 [4339-4848]","3574 [3399-3752]","1020 [940-1096]","12.0 [11.3-12.6]","19.3 [18.3-20.2]","5.2 [4.8-5.5]"
"Poland","2009","5093 [4810-5370]","3872 [3680-4064]","1221 [1129-1306]","13.3 [12.5-14.0]","20.9 [19.8-21.9]","6.2 [5.7-6.6]"
"Poland","2008","6353 [6003-6688]","4839 [4603-5070]","1514 [1400-1618]","16.6 [15.6-17.4]","26.1 [24.8-27.3]","7.6 [7.1-8.2]"
"Poland","2007","6285 [5936-6623]","4807 [4566-5045]","1478 [1371-1578]","16.4 [15.5-17.3]","25.9 [24.6-27.2]","7.5 [6.9-8.0]"
"Poland","2006","5786 [5475-6092]","4458 [4241-4672]","1328 [1234-1419]","15.1 [14.3-15.9]","24.0 [22.9-25.2]","6.7 [6.2-7.2]"
"Poland","2005","6140 [5818-6464]","4745 [4521-4974]","1395 [1297-1490]","16.0 [15.2-16.8]","25.5 [24.3-26.8]","7.0 [6.6-7.5]"
"Poland","2004","6486 [6146-6833]","5026 [4789-5275]","1460 [1357-1557]","16.9 [16.0-17.8]","27.0 [25.7-28.4]","7.4 [6.9-7.9]"
"Poland","2003","6341 [6005-6686]","4887 [4653-5135]","1454 [1352-1551]","16.5 [15.6-17.4]","26.2 [25.0-27.6]","7.3 [6.8-7.8]"
"Poland","2002","6623 [6274-6983]","5114 [4869-5374]","1509 [1405-1609]","17.2 [16.3-18.1]","27.4 [26.1-28.8]","7.6 [7.1-8.1]"
"Poland","2001","6404 [6058-6757]","4883 [4644-5131]","1521 [1414-1626]","16.6 [15.7-17.5]","26.1 [24.8-27.4]","7.7 [7.1-8.2]"
"Poland","2000","7170 [6782-7562]","5584 [5309-5868]","1586 [1473-1694]","18.6 [17.6-19.6]","29.8 [28.4-31.3]","8.0 [7.4-8.5]"
"Portugal","2019","838 [649-1042]","635 [495-781]","203 [154-261]","8.2 [6.3-10.2]","13.1 [10.2-16.1]","3.8 [2.9-4.8]"
"Portugal","2018","922 [725-1132]","715 [567-869]","206 [158-264]","9.0 [7.1-11.0]","14.7 [11.7-17.9]","3.8 [2.9-4.9]"
"Portugal","2017","822 [665-1002]","625 [512-754]","197 [153-249]","8.0 [6.5-9.7]","12.9 [10.5-15.5]","3.6 [2.8-4.6]"
"Portugal","2016","768 [631-924]","577 [480-686]","191 [150-238]","7.4 [6.1-8.9]","11.8 [9.8-14.0]","3.5 [2.8-4.4]"
"Portugal","2015","856 [711-1019]","687 [576-810]","169 [134-209]","8.3 [6.9-9.8]","14.0 [11.7-16.5]","3.1 [2.5-3.8]"
"Portugal","2014","883 [740-1041]","686 [582-800]","197 [158-241]","8.5 [7.1-10.0]","13.9 [11.8-16.2]","3.6 [2.9-4.4]"
"Portugal","2013","828 [695-973]","618 [527-717]","210 [168-256]","7.9 [6.6-9.3]","12.4 [10.6-14.4]","3.8 [3.1-4.7]"
"Portugal","2012","837 [709-974]","639 [549-733]","198 [160-241]","8.0 [6.7-9.3]","12.7 [10.9-14.6]","3.6 [2.9-4.4]"
"Portugal","2011","1141 [970-1323]","837 [722-958]","304 [248-365]","10.8 [9.2-12.5]","16.6 [14.3-19.0]","5.5 [4.5-6.6]"
"Portugal","2010","1188 [1013-1374]","880 [761-1006]","308 [252-368]","11.2 [9.6-13.0]","17.4 [15.0-19.8]","5.6 [4.6-6.7]"
"Portugal","2009","1270 [1087-1464]","970 [841-1105]","300 [246-358]","12.0 [10.3-13.8]","19.1 [16.5-21.7]","5.4 [4.5-6.5]"
"Portugal","2008","1281 [1099-1475]","954 [830-1085]","327 [269-390]","12.1 [10.4-13.9]","18.7 [16.3-21.3]","6.0 [4.9-7.1]"
"Portugal","2007","1380 [1191-1581]","1058 [924-1197]","322 [266-384]","13.1 [11.3-15.0]","20.8 [18.1-23.5]","5.9 [4.9-7.0]"
"Portugal","2006","1695 [1469-1938]","1319 [1155-1491]","376 [313-447]","16.1 [13.9-18.4]","25.9 [22.7-29.3]","6.9 [5.7-8.2]"
"Portugal","2005","1858 [1621-2114]","1436 [1266-1617]","422 [355-497]","17.7 [15.4-20.1]","28.3 [24.9-31.8]","7.8 [6.5-9.2]"
"Portugal","2004","1997 [1748-2266]","1542 [1366-1734]","455 [383-532]","19.1 [16.7-21.6]","30.5 [27.0-34.2]","8.4 [7.1-9.8]"
"Portugal","2003","2022 [1779-2285]","1583 [1408-1771]","439 [371-515]","19.4 [17.1-21.9]","31.4 [27.9-35.1]","8.2 [6.9-9.5]"
"Portugal","2002","2207 [1946-2485]","1733 [1543-1934]","474 [403-551]","21.2 [18.7-23.9]","34.5 [30.8-38.6]","8.8 [7.5-10.3]"
"Portugal","2001","2224 [1966-2500]","1736 [1550-1934]","488 [416-566]","21.5 [19.0-24.2]","34.8 [31.1-38.7]","9.1 [7.8-10.6]"
"Portugal","2000","1994 [1762-2245]","1586 [1415-1770]","408 [347-475]","19.4 [17.1-21.8]","31.9 [28.5-35.6]","7.7 [6.5-8.9]"
"Qatar","2019","206 [144-281]","189 [133-257]","17 [11-25]","7.3 [5.1-9.9]","8.8 [6.2-12.0]","2.4 [1.6-3.5]"
"Qatar","2018","225 [159-303]","206 [147-277]","19 [12-27]","8.1 [5.7-10.9]","9.8 [7.0-13.2]","2.7 [1.8-3.9]"
"Qatar","2017","236 [169-317]","217 [156-289]","20 [13-28]","8.7 [6.2-11.6]","10.5 [7.5-14.0]","3.0 [2.0-4.2]"
"Qatar","2016","239 [173-315]","219 [160-287]","20 [13-28]","9.0 [6.5-11.9]","10.9 [7.9-14.3]","3.1 [2.1-4.4]"
"Qatar","2015","285 [209-371]","261 [193-338]","24 [16-33]","11.1 [8.1-14.5]","13.4 [9.9-17.3]","3.8 [2.6-5.4]"
"Qatar","2014","330 [243-427]","305 [226-392]","25 [17-35]","13.4 [9.9-17.4]","16.3 [12.0-20.9]","4.3 [3.0-6.0]"
"Qatar","2013","332 [244-427]","308 [228-394]","24 [17-33]","14.2 [10.5-18.3]","17.2 [12.7-22.0]","4.4 [3.0-6.0]"
"Qatar","2012","279 [207-357]","259 [193-329]","20 [14-28]","12.7 [9.4-16.2]","15.4 [11.5-19.5]","4.0 [2.8-5.4]"
"Qatar","2011","271 [202-343]","252 [188-317]","19 [14-26]","13.3 [9.9-16.9]","16.1 [12.0-20.3]","4.1 [2.8-5.5]"
"Qatar","2010","296 [221-375]","275 [206-346]","21 [15-29]","15.9 [11.9-20.2]","19.4 [14.5-24.4]","4.8 [3.4-6.6]"
"Qatar","2009","300 [223-381]","279 [208-353]","21 [15-28]","18.1 [13.5-23.0]","22.3 [16.6-28.1]","5.2 [3.7-7.1]"
"Qatar","2008","327 [243-415]","303 [226-382]","24 [17-33]","22.8 [16.9-28.9]","28.3 [21.1-35.7]","6.6 [4.7-9.0]"
"Qatar","2007","290 [212-369]","267 [196-337]","23 [17-32]","23.8 [17.4-30.3]","30.2 [22.1-38.1]","7.0 [5.0-9.5]"
"Qatar","2006","364 [259-469]","333 [237-427]","31 [22-42]","35.6 [25.3-45.8]","46.5 [33.1-59.5]","10.1 [7.1-13.7]"
"Qatar","2005","275 [192-358]","250 [175-324]","25 [18-34]","31.8 [22.2-41.3]","42.8 [29.9-55.3]","8.9 [6.3-12.2]"
"Qatar","2004","222 [156-289]","201 [141-260]","21 [15-29]","29.5 [20.7-38.4]","40.7 [28.6-52.7]","8.2 [5.7-11.2]"
"Qatar","2003","222 [156-289]","200 [141-259]","22 [15-30]","32.6 [22.9-42.4]","45.5 [32.1-58.8]","9.1 [6.2-12.5]"
"Qatar","2002","203 [144-265]","182 [129-235]","21 [15-29]","31.7 [22.4-41.3]","44.0 [31.2-57.0]","9.3 [6.4-12.9]"
"Qatar","2001","171 [120-225]","153 [108-200]","18 [12-25]","27.8 [19.6-36.5]","38.4 [27.2-50.1]","8.3 [5.6-11.5]"
"Qatar","2000","185 [129-245]","166 [116-218]","19 [13-27]","31.2 [21.8-41.4]","42.9 [30.1-56.5]","9.3 [6.2-13.1]"
"Republic of Korea","2019","4399 [3301-6084]","3212 [2419-4534]","1187 [882-1550]","8.6 [6.4-11.9]","12.5 [9.4-17.7]","4.6 [3.4-6.1]"
"Republic of Korea","2018","4396 [3359-6051]","3123 [2389-4419]","1273 [970-1633]","8.6 [6.6-11.8]","12.2 [9.3-17.2]","5.0 [3.8-6.4]"
"Republic of Korea","2017","4866 [3780-6728]","3536 [2752-5045]","1330 [1029-1683]","9.5 [7.4-13.2]","13.8 [10.8-19.7]","5.2 [4.0-6.6]"
"Republic of Korea","2016","4990 [3940-6901]","3553 [2804-5107]","1437 [1136-1795]","9.8 [7.7-13.5]","13.9 [11.0-20.0]","5.6 [4.5-7.1]"
"Republic of Korea","2015","5396 [4326-7414]","3841 [3075-5501]","1555 [1251-1913]","10.6 [8.5-14.6]","15.1 [12.1-21.6]","6.1 [4.9-7.5]"
"Republic of Korea","2014","5502 [4450-7487]","3969 [3200-5626]","1533 [1250-1860]","10.9 [8.8-14.8]","15.7 [12.6-22.2]","6.1 [5.0-7.4]"
"Republic of Korea","2013","5930 [4825-8002]","4200 [3404-5925]","1730 [1421-2077]","11.8 [9.6-15.9]","16.6 [13.5-23.5]","6.9 [5.7-8.3]"
"Republic of Korea","2012","6360 [5202-8510]","4557 [3708-6364]","1803 [1494-2146]","12.7 [10.4-17.0]","18.2 [14.8-25.4]","7.2 [6.0-8.6]"
"Republic of Korea","2011","6372 [5225-8416]","4620 [3765-6344]","1752 [1460-2072]","12.8 [10.5-16.9]","18.5 [15.1-25.4]","7.1 [5.9-8.3]"
"Republic of Korea","2010","6793 [5580-8881]","4850 [3955-6590]","1943 [1624-2290]","13.7 [11.3-17.9]","19.5 [15.9-26.5]","7.9 [6.6-9.3]"
"Republic of Korea","2009","7263 [5974-9390]","5270 [4305-7050]","1993 [1669-2340]","14.7 [12.1-19.0]","21.3 [17.4-28.5]","8.1 [6.8-9.5]"
"Republic of Korea","2008","7369 [6080-9424]","5344 [4379-7053]","2025 [1701-2371]","15.0 [12.4-19.2]","21.7 [17.8-28.6]","8.3 [6.9-9.7]"
"Republic of Korea","2007","7527 [6232-9491]","5425 [4461-7042]","2102 [1771-2449]","15.4 [12.7-19.4]","22.1 [18.1-28.6]","8.6 [7.2-10.0]"
"Republic of Korea","2006","7771 [6453-9659]","5561 [4578-7089]","2210 [1876-2571]","15.9 [13.2-19.8]","22.7 [18.7-28.9]","9.1 [7.7-10.6]"
"Republic of Korea","2005","7840 [6493-9647]","5649 [4635-7099]","2191 [1858-2548]","16.1 [13.3-19.8]","23.1 [19.0-29.1]","9.0 [7.7-10.5]"
"Republic of Korea","2004","8066 [6677-9791]","5785 [4741-7137]","2281 [1937-2654]","16.6 [13.8-20.2]","23.8 [19.5-29.3]","9.4 [8.0-11.0]"
"Republic of Korea","2003","9075 [7547-10847]","6524 [5374-7891]","2551 [2172-2956]","18.8 [15.6-22.5]","26.9 [22.2-32.6]","10.6 [9.0-12.3]"
"Republic of Korea","2002","8905 [7390-10483]","6332 [5201-7503]","2573 [2189-2980]","18.6 [15.4-21.8]","26.3 [21.6-31.2]","10.8 [9.2-12.5]"
"Republic of Korea","2001","9998 [8254-11577]","7240 [5898-8387]","2758 [2357-3190]","21.0 [17.3-24.3]","30.2 [24.6-35.0]","11.6 [9.9-13.4]"
"Republic of Korea","2000","12141 [9899-13911]","8730 [6978-9980]","3411 [2921-3930]","25.6 [20.9-29.4]","36.7 [29.4-42.0]","14.4 [12.4-16.6]"
"Republic of Moldova","2019","293 [223-378]","226 [174-286]","67 [49-91]","7.3 [5.5-9.3]","11.6 [9.0-14.8]","3.2 [2.3-4.3]"
"Republic of Moldova","2018","311 [244-392]","236 [188-292]","75 [56-100]","7.7 [6.0-9.7]","12.2 [9.7-15.0]","3.6 [2.6-4.7]"
"Republic of Moldova","2017","343 [279-418]","281 [231-337]","63 [48-80]","8.5 [6.9-10.3]","14.4 [11.8-17.3]","3.0 [2.3-3.8]"
"Republic of Moldova","2016","394 [324-473]","297 [249-351]","97 [76-122]","9.7 [8.0-11.6]","15.2 [12.7-18.0]","4.6 [3.6-5.8]"
"Republic of Moldova","2015","422 [352-501]","343 [290-403]","79 [62-98]","10.4 [8.6-12.3]","17.5 [14.8-20.6]","3.7 [2.9-4.6]"
"Republic of Moldova","2014","459 [383-544]","369 [314-431]","90 [70-113]","11.3 [9.4-13.4]","18.9 [16.0-22.0]","4.2 [3.3-5.4]"
"Republic of Moldova","2013","439 [371-515]","357 [305-413]","82 [66-102]","10.8 [9.1-12.6]","18.2 [15.6-21.1]","3.9 [3.1-4.8]"
"Republic of Moldova","2012","564 [475-662]","432 [370-499]","132 [105-163]","13.8 [11.6-16.3]","22.0 [18.9-25.5]","6.2 [5.0-7.7]"
"Republic of Moldova","2011","556 [468-654]","434 [372-501]","122 [97-153]","13.6 [11.5-16.0]","22.1 [18.9-25.5]","5.8 [4.6-7.2]"
"Republic of Moldova","2010","538 [451-631]","425 [360-492]","113 [91-138]","13.2 [11.0-15.4]","21.6 [18.3-25.1]","5.3 [4.3-6.5]"
"Republic of Moldova","2009","565 [475-663]","423 [361-490]","142 [114-172]","13.8 [11.6-16.2]","21.5 [18.4-24.9]","6.7 [5.4-8.1]"
"Republic of Moldova","2008","670 [566-784]","530 [454-615]","140 [113-170]","16.3 [13.8-19.1]","26.9 [23.0-31.1]","6.5 [5.3-7.9]"
"Republic of Moldova","2007","704 [593-826]","506 [433-586]","198 [160-240]","17.0 [14.4-20.0]","25.6 [21.9-29.6]","9.2 [7.5-11.2]"
"Republic of Moldova","2006","615 [519-721]","465 [397-539]","150 [121-183]","14.8 [12.5-17.4]","23.4 [20.0-27.1]","7.0 [5.6-8.5]"
"Republic of Moldova","2005","644 [543-753]","487 [415-563]","157 [128-190]","15.5 [13.1-18.1]","24.4 [20.8-28.3]","7.3 [5.9-8.8]"
"Republic of Moldova","2004","695 [587-813]","538 [460-622]","157 [127-191]","16.7 [14.1-19.5]","27.0 [23.0-31.2]","7.2 [5.9-8.8]"
"Republic of Moldova","2003","665 [559-781]","496 [423-574]","169 [136-206]","15.9 [13.4-18.7]","24.8 [21.2-28.7]","7.8 [6.3-9.5]"
"Republic of Moldova","2002","650 [544-765]","505 [428-587]","145 [116-177]","15.6 [13.0-18.3]","25.3 [21.4-29.4]","6.6 [5.3-8.1]"
"Republic of Moldova","2001","662 [555-780]","496 [421-578]","166 [134-202]","15.8 [13.3-18.6]","24.8 [21.0-28.9]","7.6 [6.1-9.3]"
"Republic of Moldova","2000","571 [479-673]","440 [373-513]","131 [106-160]","13.6 [11.4-16.0]","21.9 [18.5-25.5]","6.0 [4.9-7.3]"
"Romania","2019","1992 [1482-2627]","1458 [1095-1902]","534 [387-724]","10.3 [7.7-13.6]","15.5 [11.6-20.2]","5.4 [3.9-7.3]"
"Romania","2018","1995 [1564-2518]","1454 [1153-1814]","541 [411-704]","10.2 [8.0-12.9]","15.3 [12.1-19.1]","5.4 [4.1-7.0]"
"Romania","2017","2084 [1726-2507]","1541 [1288-1836]","543 [438-670]","10.6 [8.8-12.8]","16.1 [13.5-19.2]","5.4 [4.3-6.6]"
"Romania","2016","2044 [1720-2432]","1515 [1287-1782]","529 [433-650]","10.3 [8.7-12.3]","15.7 [13.4-18.5]","5.2 [4.3-6.4]"
"Romania","2015","1993 [1685-2392]","1505 [1283-1786]","488 [402-607]","10.0 [8.5-12.0]","15.5 [13.2-18.4]","4.8 [3.9-5.9]"
"Romania","2014","1996 [1700-2305]","1492 [1282-1709]","504 [418-597]","10.0 [8.5-11.5]","15.3 [13.1-17.5]","4.9 [4.1-5.8]"
"Romania","2013","1962 [1686-2251]","1440 [1250-1638]","522 [436-613]","9.7 [8.4-11.2]","14.7 [12.8-16.7]","5.0 [4.2-5.9]"
"Romania","2012","2105 [1819-2407]","1600 [1393-1816]","505 [426-590]","10.4 [9.0-11.9]","16.3 [14.2-18.5]","4.9 [4.1-5.7]"
"Romania","2011","2118 [1838-2420]","1605 [1404-1822]","513 [434-598]","10.4 [9.0-11.9]","16.3 [14.2-18.4]","4.9 [4.2-5.7]"
"Romania","2010","2451 [2128-2790]","1861 [1628-2104]","590 [500-686]","12.0 [10.4-13.6]","18.7 [16.4-21.2]","5.6 [4.7-6.5]"
"Romania","2009","2884 [2513-3275]","2172 [1906-2451]","712 [607-823]","14.0 [12.2-15.9]","21.7 [19.0-24.5]","6.7 [5.7-7.8]"
"Romania","2008","3233 [2827-3664]","2458 [2163-2767]","775 [664-896]","15.5 [13.6-17.6]","24.3 [21.4-27.3]","7.2 [6.2-8.4]"
"Romania","2007","3019 [2644-3428]","2225 [1963-2510]","794 [680-918]","14.4 [12.6-16.3]","21.7 [19.2-24.5]","7.3 [6.3-8.5]"
"Romania","2006","2811 [2456-3194]","2077 [1827-2344]","734 [629-850]","13.2 [11.6-15.0]","20.1 [17.7-22.7]","6.7 [5.8-7.8]"
"Romania","2005","2855 [2493-3250]","2095 [1842-2370]","760 [651-880]","13.3 [11.6-15.2]","20.1 [17.6-22.7]","6.9 [5.9-8.0]"
"Romania","2004","2651 [2314-3015]","1973 [1736-2226]","678 [578-789]","12.3 [10.7-14.0]","18.7 [16.5-21.1]","6.1 [5.2-7.1]"
"Romania","2003","2563 [2236-2916]","1933 [1700-2184]","630 [536-732]","11.8 [10.3-13.4]","18.2 [16.0-20.6]","5.7 [4.8-6.6]"
"Romania","2002","2536 [2211-2885]","1897 [1667-2144]","639 [544-742]","11.6 [10.1-13.2]","17.8 [15.6-20.1]","5.7 [4.9-6.6]"
"Romania","2001","2864 [2498-3260]","2159 [1897-2441]","705 [601-819]","13.0 [11.4-14.8]","20.1 [17.6-22.7]","6.3 [5.3-7.3]"
"Romania","2000","2753 [2397-3147]","2001 [1754-2275]","752 [643-872]","12.4 [10.8-14.2]","18.5 [16.2-21.0]","6.7 [5.7-7.7]"
"Russian Federation","2019","17507 [14158-21812]","12541 [10198-15519]","4966 [3960-6293]","12.0 [9.7-15.0]","18.6 [15.1-23.0]","6.3 [5.1-8.0]"
"Russian Federation","2018","18779 [16184-22273]","13488 [11672-15897]","5291 [4512-6376]","12.9 [11.1-15.3]","20.0 [17.3-23.5]","6.8 [5.8-8.2]"
"Russian Federation","2017","19680 [18605-22300]","14210 [13463-16038]","5470 [5142-6262]","13.5 [12.8-15.3]","21.1 [20.0-23.8]","7.0 [6.6-8.0]"
"Russian Federation","2016","20938 [19985-22944]","15248 [14600-16609]","5690 [5385-6334]","14.4 [13.8-15.8]","22.7 [21.7-24.7]","7.3 [6.9-8.1]"
"Russian Federation","2015","25364 [24357-27239]","18530 [17852-19760]","6834 [6506-7479]","17.5 [16.8-18.8]","27.6 [26.6-29.4]","8.8 [8.4-9.6]"
"Russian Federation","2014","29436 [27785-30484]","21743 [20622-22471]","7693 [7163-8013]","20.3 [19.2-21.1]","32.4 [30.8-33.5]","9.9 [9.2-10.3]"
"Russian Federation","2013","29832 [28295-30833]","22007 [20985-22698]","7825 [7310-8135]","20.7 [19.6-21.4]","32.9 [31.4-33.9]","10.1 [9.4-10.5]"
"Russian Federation","2012","30829 [29826-32413]","22692 [22038-23694]","8137 [7788-8719]","21.4 [20.7-22.5]","34.0 [33.0-35.5]","10.5 [10.1-11.3]"
"Russian Federation","2011","30252 [29312-31540]","22150 [21542-22996]","8102 [7770-8544]","21.1 [20.4-21.9]","33.2 [32.3-34.5]","10.5 [10.1-11.1]"
"Russian Federation","2010","29443 [28511-30334]","21532 [20920-22138]","7911 [7591-8196]","20.5 [19.9-21.1]","32.4 [31.4-33.3]","10.3 [9.9-10.7]"
"Russian Federation","2009","31040 [30134-32062]","22590 [22004-23310]","8450 [8130-8752]","21.7 [21.0-22.4]","34.0 [33.1-35.1]","11.0 [10.6-11.4]"
"Russian Federation","2008","36517 [35230-37664]","26681 [25800-27489]","9836 [9430-10174]","25.5 [24.6-26.3]","40.1 [38.8-41.3]","12.8 [12.3-13.3]"
"Russian Federation","2007","40351 [39001-41597]","29454 [28531-30328]","10897 [10470-11269]","28.2 [27.2-29.0]","44.3 [42.9-45.6]","14.2 [13.6-14.7]"
"Russian Federation","2006","39426 [37617-40677]","28853 [27508-29742]","10573 [10109-10935]","27.5 [26.2-28.4]","43.3 [41.3-44.6]","13.8 [13.2-14.3]"
"Russian Federation","2005","41410 [38213-42919]","30299 [27873-31368]","11111 [10340-11551]","28.8 [26.6-29.9]","45.3 [41.7-46.9]","14.5 [13.5-15.0]"
"Russian Federation","2004","43098 [41528-44359]","31468 [30380-32344]","11630 [11148-12015]","29.9 [28.8-30.8]","46.9 [45.3-48.2]","15.1 [14.5-15.6]"
"Russian Federation","2003","44771 [43166-46077]","32554 [31479-33446]","12217 [11688-12631]","31.0 [29.8-31.9]","48.3 [46.7-49.6]","15.8 [15.1-16.4]"
"Russian Federation","2002","43045 [41751-44309]","31276 [30406-32155]","11769 [11345-12154]","29.6 [28.8-30.5]","46.1 [44.8-47.4]","15.2 [14.7-15.7]"
"Russian Federation","2001","41984 [40793-43172]","30627 [29823-31444]","11358 [10970-11728]","28.8 [28.0-29.6]","44.9 [43.8-46.1]","14.6 [14.1-15.1]"
"Russian Federation","2000","40792 [39536-41974]","29968 [29085-30787]","10824 [10452-11188]","27.9 [27.0-28.7]","43.7 [42.5-44.9]","13.9 [13.4-14.4]"
"Rwanda","2019","3718 [2828-4615]","2682 [2040-3329]","1036 [788-1286]","29.4 [22.4-36.6]","43.2 [32.9-53.6]","16.1 [12.3-20.0]"
"Rwanda","2018","3679 [2808-4566]","2651 [2023-3289]","1029 [785-1276]","29.9 [22.8-37.1]","43.8 [33.5-54.4]","16.4 [12.5-20.4]"
"Rwanda","2017","3639 [2787-4515]","2621 [2007-3251]","1018 [780-1263]","30.4 [23.3-37.7]","44.5 [34.1-55.2]","16.7 [12.8-20.7]"
"Rwanda","2016","3535 [2691-4381]","2543 [1936-3152]","992 [755-1229]","30.3 [23.1-37.5]","44.4 [33.8-55.0]","16.7 [12.7-20.7]"
"Rwanda","2015","3435 [2618-4251]","2464 [1878-3049]","971 [740-1202]","30.2 [23.0-37.4]","44.1 [33.6-54.6]","16.8 [12.8-20.8]"
"Rwanda","2014","3313 [2525-4100]","2368 [1805-2931]","945 [720-1169]","29.9 [22.8-37.0]","43.5 [33.2-53.9]","16.7 [12.8-20.7]"
